order_id,order_date,product_id,product_name,category,quantity_sold,unit_price,sales_amount,profit,payment_mode,region
13736,2025-10-18,P073,Snacks_Item_73,Snacks,2,1428,2856,262.24,UPI,North
13737,2025-12-28,P095,Groceries_Item_95,Groceries,1,1303,1303,223.23,Cash,North
13738,2025-02-08,P061,Stationery_Item_61,Stationery,6,1993,11958,1554.07,Net Banking,East
13739,2025-07-26,P009,Stationery_Item_9,Stationery,2,237,474,90.07,Cash,Central
13740,2025-11-22,P274,Household_Item_274,Household,6,925,5550,590.6,Card,South
13741,2025-04-21,P246,Groceries_Item_246,Groceries,1,1207,1207,137.26,Net Banking,West
13742,2025-07-09,P277,Household_Item_277,Household,4,1776,7104,1152.36,UPI,Central
13743,2025-01-24,P229,Personal Care_Item_229,Personal Care,5,1967,9835,1330.99,UPI,South
13744,2025-12-07,P197,Stationery_Item_197,Stationery,5,1286,6430,752.42,UPI,South
13745,2025-07-17,P257,Stationery_Item_257,Stationery,8,351,2808,235.54,Card,Central
13746,2025-09-17,P011,Stationery_Item_11,Stationery,6,740,4440,842.06,Cash,West
13747,2025-09-07,P123,Groceries_Item_123,Groceries,5,951,4755,976.06,Net Banking,South
13748,2025-09-24,P141,Snacks_Item_141,Snacks,6,1082,6492,1344.66,UPI,West
13749,2025-12-07,P040,Snacks_Item_40,Snacks,8,799,6392,1169.26,Cash,East
13750,2025-07-10,P204,Stationery_Item_204,Stationery,1,1786,1786,220.93,Net Banking,East
13751,2025-07-03,P210,Stationery_Item_210,Stationery,2,1855,3710,462.55,Card,South
13752,2025-06-09,P298,Stationery_Item_298,Stationery,3,46,138,19.63,Card,East
13753,2025-04-09,P089,Stationery_Item_89,Stationery,1,1659,1659,313.07,Card,West
13754,2025-11-04,P289,Beverages_Item_289,Beverages,7,110,770,94.68,UPI,East
13755,2025-02-14,P142,Household_Item_142,Household,7,1340,9380,1576.09,Cash,West
13756,2025-05-17,P062,Groceries_Item_62,Groceries,4,916,3664,536.96,UPI,Central
13757,2025-11-06,P208,Snacks_Item_208,Snacks,2,1959,3918,467.21,Card,West
13758,2025-11-27,P110,Beverages_Item_110,Beverages,2,821,1642,360.01,UPI,East
13759,2025-10-28,P228,Beverages_Item_228,Beverages,5,314,1570,179.05,Cash,South
13760,2025-05-20,P130,Household_Item_130,Household,3,1034,3102,483.82,Card,Central
13761,2025-06-06,P149,Household_Item_149,Household,6,1461,8766,897.97,Card,North
13762,2025-09-26,P054,Household_Item_54,Household,7,755,5285,1133.16,UPI,Central
13763,2025-04-17,P207,Personal Care_Item_207,Personal Care,1,604,604,53.1,Cash,Central
13764,2025-09-24,P275,Stationery_Item_275,Stationery,5,217,1085,137.67,UPI,South
13765,2025-05-16,P182,Groceries_Item_182,Groceries,3,321,963,93.26,Net Banking,North
13766,2025-05-14,P055,Snacks_Item_55,Snacks,3,552,1656,319.84,Net Banking,Central
13767,2025-10-08,P132,Beverages_Item_132,Beverages,5,224,1120,224.95,Card,East
13768,2025-10-14,P009,Stationery_Item_9,Stationery,5,237,1185,260.24,Card,North
13769,2025-04-27,P124,Household_Item_124,Household,2,1636,3272,593.62,Net Banking,West
13770,2025-03-21,P293,Beverages_Item_293,Beverages,3,497,1491,317.99,Card,South
13771,2025-08-07,P052,Groceries_Item_52,Groceries,3,1469,4407,887.95,Net Banking,East
13772,2025-07-22,P271,Beverages_Item_271,Beverages,2,656,1312,254.29,Cash,South
13773,2025-02-28,P288,Snacks_Item_288,Snacks,7,295,2065,354.7,Cash,South
13774,2025-01-24,P196,Snacks_Item_196,Snacks,2,651,1302,162.18,Card,North
13775,2025-02-12,P236,Household_Item_236,Household,3,1812,5436,1081.39,Cash,North
13776,2025-06-08,P141,Snacks_Item_141,Snacks,5,1082,5410,1057.11,Cash,East
13777,2025-06-06,P196,Snacks_Item_196,Snacks,3,651,1953,283.84,Cash,West
13778,2025-06-12,P228,Beverages_Item_228,Beverages,7,314,2198,278.23,UPI,Central
13779,2025-03-14,P135,Beverages_Item_135,Beverages,2,1600,3200,256.09,Net Banking,Central
13780,2025-02-04,P039,Stationery_Item_39,Stationery,3,1769,5307,457.78,Net Banking,West
13781,2025-08-06,P261,Personal Care_Item_261,Personal Care,3,599,1797,372.93,Card,Central
13782,2025-03-02,P165,Personal Care_Item_165,Personal Care,6,1683,10098,1922.38,Cash,South
13783,2025-08-01,P162,Stationery_Item_162,Stationery,1,723,723,145.48,Cash,Central
13784,2025-06-24,P114,Personal Care_Item_114,Personal Care,6,807,4842,857.0,Card,East
13785,2025-02-11,P150,Stationery_Item_150,Stationery,3,483,1449,204.25,Net Banking,East
13786,2025-04-30,P091,Groceries_Item_91,Groceries,8,1397,11176,1753.08,Net Banking,West
13787,2025-02-06,P174,Groceries_Item_174,Groceries,5,327,1635,288.53,Card,West
13788,2025-08-27,P258,Household_Item_258,Household,8,1614,12912,2014.04,Cash,North
13789,2025-05-21,P253,Personal Care_Item_253,Personal Care,7,1587,11109,1768.86,UPI,South
13790,2025-01-04,P136,Household_Item_136,Household,1,223,223,48.77,Net Banking,Central
13791,2025-05-26,P167,Snacks_Item_167,Snacks,8,1898,15184,2728.19,Card,East
13792,2025-08-25,P077,Groceries_Item_77,Groceries,3,1874,5622,1013.63,UPI,Central
13793,2025-06-23,P023,Groceries_Item_23,Groceries,4,1037,4148,377.87,Card,East
13794,2025-08-19,P261,Personal Care_Item_261,Personal Care,6,599,3594,429.44,Net Banking,South
13795,2025-09-15,P114,Personal Care_Item_114,Personal Care,8,807,6456,1372.86,Cash,South
13796,2025-07-19,P019,Beverages_Item_19,Beverages,4,1293,5172,1085.27,UPI,East
13797,2025-05-23,P124,Household_Item_124,Household,2,1636,3272,499.62,Card,West
13798,2025-01-18,P172,Personal Care_Item_172,Personal Care,8,219,1752,276.13,Net Banking,West
13799,2025-06-17,P118,Personal Care_Item_118,Personal Care,8,785,6280,1376.14,UPI,South
13800,2025-11-02,P175,Beverages_Item_175,Beverages,8,150,1200,213.48,Card,South
13801,2025-05-06,P233,Beverages_Item_233,Beverages,6,1386,8316,1163.93,Card,North
13802,2025-09-01,P194,Groceries_Item_194,Groceries,3,272,816,107.26,Card,Central
13803,2025-02-10,P064,Groceries_Item_64,Groceries,2,1341,2682,317.38,Cash,Central
13804,2025-04-19,P062,Groceries_Item_62,Groceries,5,916,4580,635.98,Card,South
13805,2025-04-26,P261,Personal Care_Item_261,Personal Care,1,599,599,116.91,Card,Central
13806,2025-10-15,P095,Groceries_Item_95,Groceries,4,1303,5212,662.43,Net Banking,West
13807,2025-10-16,P194,Groceries_Item_194,Groceries,6,272,1632,254.17,Card,North
13808,2025-02-19,P221,Beverages_Item_221,Beverages,1,108,108,19.51,Cash,North
13809,2025-10-28,P003,Beverages_Item_3,Beverages,2,1140,2280,415.92,Card,East
13810,2025-03-09,P025,Personal Care_Item_25,Personal Care,3,1796,5388,1180.6,Cash,North
13811,2025-11-06,P236,Household_Item_236,Household,6,1812,10872,1537.73,UPI,West
13812,2025-11-05,P050,Snacks_Item_50,Snacks,8,1456,11648,1701.5,Cash,East
13813,2025-03-03,P071,Beverages_Item_71,Beverages,4,1438,5752,1217.33,UPI,East
13814,2025-07-18,P241,Personal Care_Item_241,Personal Care,3,1064,3192,592.09,Card,North
13815,2025-09-22,P270,Household_Item_270,Household,8,686,5488,1133.39,Cash,Central
13816,2025-01-12,P269,Beverages_Item_269,Beverages,8,1287,10296,1498.51,Card,East
13817,2025-09-22,P143,Beverages_Item_143,Beverages,6,810,4860,959.28,Net Banking,North
13818,2025-12-28,P198,Groceries_Item_198,Groceries,4,902,3608,336.97,Net Banking,Central
13819,2025-01-17,P226,Beverages_Item_226,Beverages,3,242,726,119.18,Net Banking,North
13820,2025-12-05,P034,Beverages_Item_34,Beverages,2,280,560,59.12,Card,South
13821,2025-02-13,P056,Beverages_Item_56,Beverages,5,743,3715,345.18,Card,North
13822,2025-02-11,P181,Beverages_Item_181,Beverages,5,1435,7175,888.4,Cash,North
13823,2025-04-12,P260,Personal Care_Item_260,Personal Care,6,1184,7104,775.13,Cash,Central
13824,2025-05-26,P136,Household_Item_136,Household,6,223,1338,159.66,Card,Central
13825,2025-07-14,P101,Groceries_Item_101,Groceries,4,769,3076,372.75,Card,South
13826,2025-05-30,P229,Personal Care_Item_229,Personal Care,2,1967,3934,316.5,Card,South
13827,2025-08-26,P194,Groceries_Item_194,Groceries,6,272,1632,227.79,Card,West
13828,2025-12-27,P189,Snacks_Item_189,Snacks,2,261,522,76.77,UPI,West
13829,2025-04-22,P143,Beverages_Item_143,Beverages,8,810,6480,922.22,Net Banking,Central
13830,2025-06-08,P222,Snacks_Item_222,Snacks,8,296,2368,346.72,Card,South
13831,2025-12-07,P201,Stationery_Item_201,Stationery,8,1663,13304,2302.79,Cash,East
13832,2025-01-23,P055,Snacks_Item_55,Snacks,1,552,552,103.02,Card,North
13833,2025-03-14,P071,Beverages_Item_71,Beverages,8,1438,11504,2407.65,UPI,West
13834,2025-03-31,P098,Snacks_Item_98,Snacks,3,607,1821,216.36,Card,West
13835,2025-12-30,P047,Groceries_Item_47,Groceries,4,1774,7096,1352.63,Card,North
13836,2025-05-30,P067,Personal Care_Item_67,Personal Care,7,169,1183,154.34,UPI,Central
13837,2025-04-24,P018,Beverages_Item_18,Beverages,6,1554,9324,1250.33,Card,North
13838,2025-06-13,P052,Groceries_Item_52,Groceries,4,1469,5876,1230.08,Card,North
13839,2025-04-30,P115,Stationery_Item_115,Stationery,3,1649,4947,539.08,Net Banking,West
13840,2025-05-20,P055,Snacks_Item_55,Snacks,2,552,1104,112.24,Card,South
13841,2025-04-26,P057,Household_Item_57,Household,7,1411,9877,1868.3,Cash,South
13842,2025-11-13,P275,Stationery_Item_275,Stationery,1,217,217,47.26,UPI,East
13843,2025-07-01,P128,Personal Care_Item_128,Personal Care,5,1068,5340,1023.28,Net Banking,Central
13844,2025-04-06,P136,Household_Item_136,Household,7,223,1561,218.5,Net Banking,Central
13845,2025-09-01,P275,Stationery_Item_275,Stationery,7,217,1519,190.01,UPI,West
13846,2025-10-01,P165,Personal Care_Item_165,Personal Care,8,1683,13464,1295.2,Net Banking,Central
13847,2025-06-24,P050,Snacks_Item_50,Snacks,8,1456,11648,2427.09,Card,South
13848,2025-06-12,P288,Snacks_Item_288,Snacks,7,295,2065,405.22,Card,Central
13849,2025-08-03,P289,Beverages_Item_289,Beverages,5,110,550,65.32,Net Banking,North
13850,2025-09-13,P252,Stationery_Item_252,Stationery,2,27,54,6.51,Net Banking,Central
13851,2025-05-02,P077,Groceries_Item_77,Groceries,6,1874,11244,948.9,Cash,South
13852,2025-12-08,P160,Personal Care_Item_160,Personal Care,3,1046,3138,311.02,Net Banking,North
13853,2025-01-02,P297,Snacks_Item_297,Snacks,8,463,3704,731.6,Cash,South
13854,2025-02-13,P102,Groceries_Item_102,Groceries,3,326,978,199.57,Card,South
13855,2025-05-15,P262,Beverages_Item_262,Beverages,7,1202,8414,842.05,UPI,North
13856,2025-04-25,P279,Household_Item_279,Household,3,1554,4662,522.12,Card,North
13857,2025-07-06,P177,Groceries_Item_177,Groceries,8,637,5096,458.48,Cash,North
13858,2025-03-19,P121,Groceries_Item_121,Groceries,4,1819,7276,1019.26,Card,South
13859,2025-08-23,P300,Beverages_Item_300,Beverages,7,876,6132,609.78,UPI,East
13860,2025-03-23,P242,Stationery_Item_242,Stationery,7,1173,8211,1710.42,Cash,East
13861,2025-07-21,P263,Stationery_Item_263,Stationery,1,1408,1408,184.49,Cash,West
13862,2025-07-12,P091,Groceries_Item_91,Groceries,4,1397,5588,681.73,UPI,West
13863,2025-05-07,P029,Groceries_Item_29,Groceries,5,1010,5050,1098.66,Cash,East
13864,2025-04-22,P101,Groceries_Item_101,Groceries,8,769,6152,984.61,UPI,East
13865,2025-01-23,P202,Groceries_Item_202,Groceries,3,239,717,150.38,Cash,South
13866,2025-06-10,P118,Personal Care_Item_118,Personal Care,4,785,3140,315.55,Cash,Central
13867,2025-11-08,P300,Beverages_Item_300,Beverages,5,876,4380,677.56,Cash,Central
13868,2025-06-04,P275,Stationery_Item_275,Stationery,3,217,651,82.29,Cash,West
13869,2025-12-22,P002,Household_Item_2,Household,4,1566,6264,747.88,Card,East
13870,2025-05-05,P146,Personal Care_Item_146,Personal Care,3,1164,3492,691.77,Cash,West
13871,2025-03-24,P278,Groceries_Item_278,Groceries,6,1857,11142,2018.53,Cash,South
13872,2025-11-10,P072,Snacks_Item_72,Snacks,8,737,5896,566.34,UPI,North
13873,2025-02-28,P056,Beverages_Item_56,Beverages,7,743,5201,1011.15,Card,Central
13874,2025-11-12,P058,Personal Care_Item_58,Personal Care,7,1833,12831,2650.09,Card,East
13875,2025-06-15,P089,Stationery_Item_89,Stationery,7,1659,11613,1539.52,Net Banking,East
13876,2025-08-25,P068,Beverages_Item_68,Beverages,1,425,425,52.9,Net Banking,South
13877,2025-08-02,P069,Stationery_Item_69,Stationery,7,1628,11396,1503.61,UPI,West
13878,2025-07-20,P022,Household_Item_22,Household,4,311,1244,201.91,Net Banking,North
13879,2025-04-07,P039,Stationery_Item_39,Stationery,6,1769,10614,1747.96,UPI,West
13880,2025-01-20,P221,Beverages_Item_221,Beverages,5,108,540,73.7,UPI,Central
13881,2025-03-08,P212,Snacks_Item_212,Snacks,5,170,850,96.09,UPI,East
13882,2025-06-10,P098,Snacks_Item_98,Snacks,8,607,4856,695.94,UPI,South
13883,2025-06-26,P027,Household_Item_27,Household,2,401,802,175.37,Card,East
13884,2025-07-05,P131,Stationery_Item_131,Stationery,8,1069,8552,1475.93,Net Banking,Central
13885,2025-01-30,P059,Personal Care_Item_59,Personal Care,5,1761,8805,920.71,UPI,Central
13886,2025-01-28,P212,Snacks_Item_212,Snacks,2,170,340,38.64,Card,South
13887,2025-06-26,P237,Household_Item_237,Household,6,1567,9402,1298.66,Net Banking,East
13888,2025-03-16,P153,Groceries_Item_153,Groceries,4,251,1004,94.95,UPI,West
13889,2025-09-02,P285,Stationery_Item_285,Stationery,2,650,1300,217.87,Cash,West
13890,2025-04-19,P299,Beverages_Item_299,Beverages,6,1216,7296,1356.46,UPI,South
13891,2025-04-06,P045,Groceries_Item_45,Groceries,4,1191,4764,398.44,Cash,East
13892,2025-10-04,P068,Beverages_Item_68,Beverages,6,425,2550,393.99,UPI,South
13893,2025-05-08,P014,Personal Care_Item_14,Personal Care,2,1446,2892,349.26,Net Banking,West
13894,2025-04-13,P037,Stationery_Item_37,Stationery,3,1781,5343,927.5,Cash,South
13895,2025-03-28,P138,Snacks_Item_138,Snacks,4,125,500,47.69,Cash,North
13896,2025-09-30,P169,Personal Care_Item_169,Personal Care,3,205,615,135.03,UPI,Central
13897,2025-03-08,P157,Beverages_Item_157,Beverages,3,588,1764,191.91,Cash,Central
13898,2025-09-22,P085,Beverages_Item_85,Beverages,5,70,350,64.23,Cash,East
13899,2025-11-07,P249,Snacks_Item_249,Snacks,7,1084,7588,1031.07,Cash,West
13900,2025-04-12,P200,Personal Care_Item_200,Personal Care,5,1462,7310,1295.81,UPI,South
13901,2025-04-01,P168,Personal Care_Item_168,Personal Care,7,1923,13461,2381.09,Net Banking,South
13902,2025-05-28,P096,Beverages_Item_96,Beverages,2,92,184,23.37,Net Banking,North
13903,2025-12-25,P025,Personal Care_Item_25,Personal Care,4,1796,7184,1269.71,Net Banking,West
13904,2025-08-08,P047,Groceries_Item_47,Groceries,3,1774,5322,746.65,UPI,North
13905,2025-03-17,P137,Snacks_Item_137,Snacks,3,1510,4530,588.89,Card,Central
13906,2025-12-25,P097,Snacks_Item_97,Snacks,4,885,3540,475.29,Net Banking,North
13907,2025-03-08,P030,Snacks_Item_30,Snacks,7,325,2275,228.34,Net Banking,South
13908,2025-11-25,P153,Groceries_Item_153,Groceries,3,251,753,103.4,Cash,Central
13909,2025-11-21,P078,Household_Item_78,Household,6,916,5496,1103.19,UPI,North
13910,2025-12-23,P188,Snacks_Item_188,Snacks,4,1759,7036,1368.12,Cash,East
13911,2025-11-25,P089,Stationery_Item_89,Stationery,2,1659,3318,638.74,Cash,North
13912,2025-05-14,P064,Groceries_Item_64,Groceries,6,1341,8046,1191.29,Card,Central
13913,2025-05-30,P023,Groceries_Item_23,Groceries,7,1037,7259,634.02,Card,East
13914,2025-09-24,P100,Snacks_Item_100,Snacks,3,1625,4875,802.74,UPI,East
13915,2025-06-19,P205,Household_Item_205,Household,7,1161,8127,1062.83,Cash,South
13916,2025-10-02,P079,Groceries_Item_79,Groceries,2,1600,3200,664.19,Card,Central
13917,2025-07-19,P154,Stationery_Item_154,Stationery,4,1975,7900,669.68,Net Banking,South
13918,2025-07-11,P003,Beverages_Item_3,Beverages,4,1140,4560,620.52,Cash,South
13919,2025-07-26,P253,Personal Care_Item_253,Personal Care,7,1587,11109,961.71,Card,West
13920,2025-11-09,P185,Household_Item_185,Household,2,1346,2692,481.39,Net Banking,East
13921,2025-06-10,P160,Personal Care_Item_160,Personal Care,1,1046,1046,215.32,Cash,South
13922,2025-05-08,P246,Groceries_Item_246,Groceries,1,1207,1207,190.52,Cash,West
13923,2025-06-02,P219,Household_Item_219,Household,1,91,91,9.6,Cash,East
13924,2025-05-28,P025,Personal Care_Item_25,Personal Care,5,1796,8980,1142.76,UPI,West
13925,2025-01-04,P063,Groceries_Item_63,Groceries,8,136,1088,130.25,UPI,South
13926,2025-08-03,P265,Personal Care_Item_265,Personal Care,3,1433,4299,420.89,Net Banking,East
13927,2025-07-02,P033,Snacks_Item_33,Snacks,4,361,1444,221.14,Net Banking,North
13928,2025-11-05,P205,Household_Item_205,Household,8,1161,9288,1715.89,UPI,West
13929,2025-01-30,P051,Personal Care_Item_51,Personal Care,8,1189,9512,1190.2,Cash,Central
13930,2025-03-07,P080,Beverages_Item_80,Beverages,3,1815,5445,918.73,Card,North
13931,2025-07-13,P299,Beverages_Item_299,Beverages,4,1216,4864,755.47,UPI,North
13932,2025-07-14,P058,Personal Care_Item_58,Personal Care,2,1833,3666,575.37,UPI,East
13933,2025-10-04,P037,Stationery_Item_37,Stationery,3,1781,5343,727.88,Net Banking,East
13934,2025-03-20,P140,Groceries_Item_140,Groceries,6,1209,7254,877.7,Card,North
13935,2025-01-05,P094,Groceries_Item_94,Groceries,8,1968,15744,2356.87,Cash,West
13936,2025-11-02,P100,Snacks_Item_100,Snacks,2,1625,3250,604.32,Cash,West
13937,2025-04-27,P138,Snacks_Item_138,Snacks,2,125,250,22.82,UPI,West
13938,2025-10-18,P194,Groceries_Item_194,Groceries,2,272,544,105.06,Net Banking,North
13939,2025-01-07,P062,Groceries_Item_62,Groceries,6,916,5496,522.38,Card,North
13940,2025-05-05,P260,Personal Care_Item_260,Personal Care,1,1184,1184,194.93,Cash,North
13941,2025-06-16,P078,Household_Item_78,Household,3,916,2748,279.75,Cash,East
13942,2025-09-29,P019,Beverages_Item_19,Beverages,7,1293,9051,735.07,UPI,East
13943,2025-02-22,P193,Stationery_Item_193,Stationery,3,1765,5295,429.03,UPI,North
13944,2025-05-23,P230,Personal Care_Item_230,Personal Care,5,542,2710,221.21,Net Banking,East
13945,2025-05-14,P041,Household_Item_41,Household,6,433,2598,515.78,Net Banking,West
13946,2025-02-05,P271,Beverages_Item_271,Beverages,7,656,4592,550.64,UPI,South
13947,2025-12-02,P206,Household_Item_206,Household,4,224,896,165.38,Card,East
13948,2025-11-24,P278,Groceries_Item_278,Groceries,8,1857,14856,1760.28,UPI,Central
13949,2025-04-15,P300,Beverages_Item_300,Beverages,4,876,3504,281.63,Cash,South
13950,2025-08-21,P279,Household_Item_279,Household,4,1554,6216,1145.15,Cash,Central
13951,2025-06-04,P241,Personal Care_Item_241,Personal Care,5,1064,5320,895.64,Cash,East
13952,2025-11-14,P117,Personal Care_Item_117,Personal Care,8,1730,13840,2892.38,Net Banking,Central
13953,2025-08-22,P065,Beverages_Item_65,Beverages,7,858,6006,1097.7,Card,East
13954,2025-02-14,P166,Snacks_Item_166,Snacks,5,630,3150,612.94,Cash,South
13955,2025-04-04,P297,Snacks_Item_297,Snacks,7,463,3241,524.97,Net Banking,Central
13956,2025-11-11,P237,Household_Item_237,Household,3,1567,4701,823.08,UPI,East
13957,2025-09-04,P281,Groceries_Item_281,Groceries,7,1610,11270,1672.61,UPI,East
13958,2025-02-04,P120,Personal Care_Item_120,Personal Care,2,1698,3396,550.83,Card,West
13959,2025-05-20,P047,Groceries_Item_47,Groceries,2,1774,3548,378.74,UPI,West
13960,2025-08-07,P204,Stationery_Item_204,Stationery,6,1786,10716,1722.21,Net Banking,Central
13961,2025-06-01,P154,Stationery_Item_154,Stationery,8,1975,15800,2059.83,Card,North
13962,2025-12-16,P102,Groceries_Item_102,Groceries,3,326,978,146.45,Card,Central
13963,2025-01-31,P099,Snacks_Item_99,Snacks,7,1121,7847,1434.76,Net Banking,South
13964,2025-05-19,P186,Beverages_Item_186,Beverages,2,954,1908,294.45,Net Banking,South
13965,2025-08-10,P064,Groceries_Item_64,Groceries,6,1341,8046,968.55,Card,West
13966,2025-02-01,P137,Snacks_Item_137,Snacks,1,1510,1510,126.15,UPI,West
13967,2025-07-30,P128,Personal Care_Item_128,Personal Care,3,1068,3204,297.49,Cash,West
13968,2025-09-03,P021,Stationery_Item_21,Stationery,8,862,6896,1220.28,Card,Central
13969,2025-11-05,P231,Household_Item_231,Household,4,990,3960,825.73,UPI,North
13970,2025-09-11,P247,Beverages_Item_247,Beverages,7,1088,7616,899.75,UPI,Central
13971,2025-03-31,P088,Groceries_Item_88,Groceries,7,1269,8883,1187.8,UPI,South
13972,2025-01-31,P088,Groceries_Item_88,Groceries,2,1269,2538,418.07,Card,East
13973,2025-07-14,P281,Groceries_Item_281,Groceries,7,1610,11270,1980.01,Net Banking,West
13974,2025-11-16,P038,Personal Care_Item_38,Personal Care,7,638,4466,645.79,UPI,North
13975,2025-07-16,P017,Personal Care_Item_17,Personal Care,2,185,370,36.93,Net Banking,North
13976,2025-11-18,P156,Personal Care_Item_156,Personal Care,2,876,1752,207.58,Net Banking,Central
13977,2025-10-09,P047,Groceries_Item_47,Groceries,4,1774,7096,830.74,UPI,South
13978,2025-01-04,P139,Beverages_Item_139,Beverages,8,708,5664,473.77,UPI,North
13979,2025-07-13,P115,Stationery_Item_115,Stationery,4,1649,6596,992.36,Cash,West
13980,2025-01-31,P258,Household_Item_258,Household,1,1614,1614,225.41,UPI,East
13981,2025-08-13,P099,Snacks_Item_99,Snacks,6,1121,6726,629.13,Cash,Central
13982,2025-05-07,P046,Stationery_Item_46,Stationery,6,1285,7710,848.93,UPI,North
13983,2025-09-11,P278,Groceries_Item_278,Groceries,3,1857,5571,784.44,Cash,East
13984,2025-01-13,P019,Beverages_Item_19,Beverages,4,1293,5172,609.91,Card,South
13985,2025-11-28,P296,Stationery_Item_296,Stationery,6,770,4620,722.1,Net Banking,East
13986,2025-12-04,P001,Household_Item_1,Household,6,1073,6438,1155.79,UPI,West
13987,2025-03-01,P002,Household_Item_2,Household,3,1566,4698,821.53,UPI,East
13988,2025-05-07,P146,Personal Care_Item_146,Personal Care,5,1164,5820,741.23,Card,Central
13989,2025-04-03,P253,Personal Care_Item_253,Personal Care,4,1587,6348,1192.57,Card,South
13990,2025-03-21,P195,Personal Care_Item_195,Personal Care,3,1856,5568,463.81,Cash,Central
13991,2025-07-28,P143,Beverages_Item_143,Beverages,2,810,1620,302.56,Net Banking,Central
13992,2025-02-20,P019,Beverages_Item_19,Beverages,6,1293,7758,788.86,Net Banking,Central
13993,2025-01-28,P068,Beverages_Item_68,Beverages,6,425,2550,468.85,Net Banking,Central
13994,2025-08-24,P286,Groceries_Item_286,Groceries,6,1118,6708,561.63,Cash,North
13995,2025-04-21,P066,Stationery_Item_66,Stationery,5,617,3085,394.02,Net Banking,Central
13996,2025-02-25,P262,Beverages_Item_262,Beverages,5,1202,6010,1258.2,UPI,East
13997,2025-02-27,P097,Snacks_Item_97,Snacks,5,885,4425,609.99,Cash,South
13998,2025-09-13,P091,Groceries_Item_91,Groceries,3,1397,4191,536.56,Card,North
13999,2025-04-21,P037,Stationery_Item_37,Stationery,3,1781,5343,943.01,UPI,West
14000,2025-10-17,P191,Household_Item_191,Household,5,1496,7480,858.94,Net Banking,South
14001,2025-08-31,P226,Beverages_Item_226,Beverages,2,242,484,67.28,Cash,North
14002,2025-05-14,P051,Personal Care_Item_51,Personal Care,8,1189,9512,1112.86,Net Banking,North
14003,2025-06-12,P040,Snacks_Item_40,Snacks,2,799,1598,272.67,Cash,West
14004,2025-09-23,P234,Groceries_Item_234,Groceries,2,153,306,57.43,Card,South
14005,2025-05-19,P044,Stationery_Item_44,Stationery,2,441,882,138.52,Card,West
14006,2025-10-17,P128,Personal Care_Item_128,Personal Care,6,1068,6408,1057.52,Net Banking,West
14007,2025-02-16,P012,Snacks_Item_12,Snacks,2,669,1338,157.45,Net Banking,West
14008,2025-11-21,P048,Groceries_Item_48,Groceries,7,1295,9065,944.23,Cash,East
14009,2025-11-17,P202,Groceries_Item_202,Groceries,3,239,717,154.15,Net Banking,West
14010,2025-12-27,P098,Snacks_Item_98,Snacks,7,607,4249,455.45,Net Banking,East
14011,2025-03-24,P019,Beverages_Item_19,Beverages,2,1293,2586,476.82,Net Banking,Central
14012,2025-03-21,P221,Beverages_Item_221,Beverages,2,108,216,46.61,Cash,North
14013,2025-01-14,P272,Snacks_Item_272,Snacks,5,44,220,26.26,UPI,West
14014,2025-11-02,P180,Snacks_Item_180,Snacks,3,1695,5085,651.34,Card,West
14015,2025-06-24,P023,Groceries_Item_23,Groceries,4,1037,4148,444.93,Net Banking,Central
14016,2025-12-10,P258,Household_Item_258,Household,6,1614,9684,1935.57,Cash,North
14017,2025-07-22,P222,Snacks_Item_222,Snacks,3,296,888,161.43,Cash,West
14018,2025-02-10,P237,Household_Item_237,Household,8,1567,12536,1502.13,Cash,Central
14019,2025-10-11,P210,Stationery_Item_210,Stationery,4,1855,7420,1291.23,Card,East
14020,2025-08-16,P052,Groceries_Item_52,Groceries,1,1469,1469,226.3,UPI,East
14021,2025-11-01,P170,Snacks_Item_170,Snacks,7,840,5880,630.47,UPI,East
14022,2025-09-16,P104,Personal Care_Item_104,Personal Care,4,956,3824,550.5,Net Banking,East
14023,2025-08-23,P168,Personal Care_Item_168,Personal Care,8,1923,15384,2304.58,UPI,North
14024,2025-03-06,P039,Stationery_Item_39,Stationery,6,1769,10614,1227.5,Cash,West
14025,2025-11-19,P165,Personal Care_Item_165,Personal Care,6,1683,10098,1939.53,UPI,North
14026,2025-12-04,P134,Snacks_Item_134,Snacks,2,1621,3242,625.76,UPI,Central
14027,2025-11-26,P162,Stationery_Item_162,Stationery,3,723,2169,392.32,UPI,North
14028,2025-01-29,P054,Household_Item_54,Household,8,755,6040,714.64,Card,Central
14029,2025-06-23,P098,Snacks_Item_98,Snacks,1,607,607,70.98,Net Banking,South
14030,2025-03-07,P072,Snacks_Item_72,Snacks,7,737,5159,643.52,Net Banking,West
14031,2025-12-09,P263,Stationery_Item_263,Stationery,1,1408,1408,189.63,Net Banking,Central
14032,2025-12-10,P208,Snacks_Item_208,Snacks,3,1959,5877,600.58,UPI,North
14033,2025-09-05,P006,Stationery_Item_6,Stationery,7,242,1694,231.45,Card,South
14034,2025-05-22,P234,Groceries_Item_234,Groceries,5,153,765,163.97,Card,Central
14035,2025-05-07,P255,Personal Care_Item_255,Personal Care,6,1858,11148,999.17,Cash,West
14036,2025-09-24,P026,Household_Item_26,Household,4,1830,7320,1406.21,Net Banking,North
14037,2025-12-05,P284,Personal Care_Item_284,Personal Care,4,1346,5384,649.28,Net Banking,Central
14038,2025-10-31,P012,Snacks_Item_12,Snacks,8,669,5352,868.93,Net Banking,Central
